CustomerID,Frequency,Monetary,Recency,TotalRevenue,TotalOrders,TotalItems,UniqueProducts,TenureDays,AvgOrderValue,AvgBasketSize,PurchaseFreqMonthly,CLV,MonthlySpendCV,FavouriteDay,FavouriteHourBin,WeekendShopperRatio,Country,R_Score,F_Score,M_Score,RFM_Score,RF_Score,RFM_Segment,Cluster,Cluster_Name
12123,10,16698.26,25,16698.26,10,620,10,327,1669.8259999999998,62.0,0.9308868501529053,18653.0287853211,0.7032916856042641,Friday,Afternoon,0.2,United Kingdom,2,1,2,5,21,Customers Needing Attention,3,Hibernating
12126,14,7043.71,13,7043.71,14,590,14,299,503.1221428571429,42.142857142857146,1.425284280936455,8605.104979264215,0.7579571403110708,Saturday,Night,0.5714285714285714,United Kingdom,3,3,1,7,33,Champions,3,Hibernating
12128,26,46968.0,27,46968.0,26,1892,26,327,1806.4615384615386,72.76923076923077,2.420305810397554,52466.272293578,0.6644850437730399,Saturday,Evening,0.46153846153846156,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
12131,12,18909.2,1,18909.2,12,900,12,328,1575.7666666666667,75.0,1.113658536585366,21058.392000000003,0.6791110484555736,Friday,Night,0.08333333333333333,United Kingdom,4,2,2,8,42,Potential Loyalists,3,Hibernating
12135,13,13029.73,10,13029.73,13,740,13,357,1002.286923076923,56.92307692307692,1.1084593837535015,13331.932141176472,1.0160958033181857,Monday,Night,0.23076923076923078,United Kingdom,3,2,1,6,32,Potential Loyalists,3,Hibernating
12136,12,19386.66,44,19386.66,12,758,12,327,1615.555,63.166666666666664,1.1170642201834864,21656.14423486239,0.5927064502663679,Thursday,Night,0.25,United Kingdom,1,2,2,5,12,At Risk,3,Hibernating
12139,9,14146.27,24,14146.27,9,543,9,349,1571.8077777777778,60.333333333333336,0.7849856733524356,14806.159041833813,0.569504166034926,Wednesday,Afternoon,0.0,United Kingdom,2,1,2,5,21,Customers Needing Attention,3,Hibernating
12141,9,20673.04,7,20673.04,9,617,9,361,2297.0044444444447,68.55555555555556,0.7588919667590028,20918.13864598338,0.4452498844422034,Saturday,Evening,0.4444444444444444,United Kingdom,4,1,3,8,41,Potential Loyalists,3,Hibernating
12144,15,23917.26,9,23917.26,15,884,15,344,1594.484,58.93333333333333,1.3273255813953488,25396.792827906975,0.5254554740631877,Thursday,Morning,0.2,United Kingdom,3,3,3,9,33,Champions,3,Hibernating
12147,13,17844.920000000002,4,17844.920000000002,13,650,13,356,1372.686153846154,50.0,1.111573033707865,18310.09094831461,0.567425800026086,Saturday,Afternoon,0.5384615384615384,United Kingdom,4,2,2,8,42,Potential Loyalists,3,Hibernating
12149,8,11818.74,69,11818.74,8,385,8,241,1477.3425,48.125,1.0104564315352698,17913.48276846473,0.9953034219594177,Saturday,Night,0.5,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12150,25,27906.05,26,27906.05,25,1444,25,317,1116.242,57.76,2.4006309148264986,32156.220643533125,1.120452611625573,Thursday,Night,0.2,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
12153,9,13954.55,152,13954.55,9,594,9,197,1550.5055555555555,66.0,1.3906598984771574,25874.710781725888,0.6428701829078608,Tuesday,Night,0.2222222222222222,United Kingdom,1,1,2,4,11,At Risk,0,Champions
12162,9,17366.68,53,17366.68,9,508,9,278,1929.631111111111,56.44444444444444,0.9854676258992806,22819.06787913669,0.6518079472644532,Saturday,Night,0.3333333333333333,United Kingdom,1,1,2,4,11,At Risk,0,Champions
12164,13,21789.72,21,21789.72,13,780,13,320,1676.1323076923077,60.0,1.236625,24872.96538,0.49252205905453667,Saturday,Night,0.3076923076923077,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
12165,21,25895.75,28,25895.75,21,1071,21,257,1233.1309523809523,51.0,2.4873151750972764,36806.22396887159,0.41434495101809965,Monday,Afternoon,0.23809523809523808,United Kingdom,2,4,3,9,24,Loyal Customers,2,Potential Loyalists
12166,13,16917.79,2,16917.79,13,690,13,320,1301.3684615384616,53.07692307692308,1.236625,19311.657285,0.9487474546535769,Friday,Evening,0.38461538461538464,United Kingdom,4,2,2,8,42,Potential Loyalists,3,Hibernating
12167,22,27983.489999999998,11,27983.489999999998,22,1291,22,356,1271.976818181818,58.68181818181818,1.881123595505618,28712.94726741573,0.5244826973636768,Tuesday,Night,0.09090909090909091,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
12177,12,16826.21,28,16826.21,12,662,12,267,1402.1841666666667,55.166666666666664,1.3680898876404495,23019.767748314607,1.0570154359022739,Monday,Night,0.08333333333333333,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
12180,12,18001.73,11,18001.73,12,733,12,342,1500.1441666666667,61.083333333333336,1.0680701754385966,19227.110919298248,0.6805548407055942,Saturday,Morning,0.3333333333333333,United Kingdom,3,2,2,7,32,Potential Loyalists,3,Hibernating
12182,18,33208.09,24,33208.09,18,1227,18,334,1844.8938888888888,68.16666666666667,1.6404790419161677,36318.11711137724,0.4239416300731875,Sunday,Afternoon,0.3333333333333333,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
12185,16,16119.1,10,16119.1,16,780,16,360,1007.44375,48.75,1.352888888888889,16355.513466666667,0.6022894361135521,Friday,Night,0.3125,United Kingdom,3,3,2,8,33,Champions,3,Hibernating
12187,8,9683.54,24,9683.54,8,500,8,332,1210.4425,62.5,0.7334939759036144,10654.227383132531,0.9762480259590232,Friday,Night,0.375,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
12192,12,19245.04,60,19245.04,12,766,12,294,1603.7533333333333,63.833333333333336,1.2424489795918368,23910.980310204082,0.602236636253303,Monday,Evening,0.25,United Kingdom,1,2,2,5,12,At Risk,0,Champions
12193,7,8375.5,27,8375.5,7,366,7,312,1196.5,52.285714285714285,0.6829487179487179,9805.77769230769,1.1322809411610404,Tuesday,Morning,0.14285714285714285,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
12198,26,40312.06,5,40312.06,26,1506,26,367,1550.4638461538461,57.92307692307692,2.1565122615803816,40123.13154441417,0.8670776261320707,Friday,Afternoon,0.2692307692307692,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12200,10,6958.87,53,6958.87,10,645,10,236,695.887,64.5,1.2898305084745763,10770.915396610168,0.8896409538137171,Sunday,Morning,0.3,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12201,19,27783.97,8,27783.97,19,1067,19,360,1462.314210526316,56.1578947368421,1.6065555555555555,28191.46822666667,1.141958236335064,Monday,Evening,0.3157894736842105,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12205,13,20279.43,87,20279.43,13,792,13,239,1559.956153846154,60.92307692307692,1.6557322175732219,30994.43594309624,0.9363523921834784,Monday,Night,0.23076923076923078,United Kingdom,1,2,3,6,12,At Risk,0,Champions
12206,13,24863.67,8,24863.67,13,826,13,354,1912.59,63.53846153846154,1.1178531073446327,25655.93609491525,0.9141839178743245,Saturday,Evening,0.46153846153846156,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
12209,14,13603.03,9,13603.03,14,784,14,361,971.6450000000001,56.0,1.1804986149584489,13764.306920775627,1.025324212088781,Sunday,Afternoon,0.42857142857142855,United Kingdom,3,3,1,7,33,Champions,3,Hibernating
12212,7,16792.28,16,16792.28,7,497,7,302,2398.8971428571426,71.0,0.7055629139072848,20310.874299337745,0.24718896500073742,Monday,Night,0.2857142857142857,United Kingdom,3,1,2,6,31,Potential Loyalists,3,Hibernating
12214,21,30066.9,8,30066.9,21,1362,21,288,1431.757142857143,64.85714285714286,2.2195833333333335,38134.851500000004,0.7127697111109537,Thursday,Afternoon,0.19047619047619047,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12215,10,21217.629999999997,24,21217.629999999997,10,637,10,309,2121.763,63.7,0.9851132686084143,25082.122609708742,0.7318949176189353,Friday,Evening,0.3,United Kingdom,2,1,3,6,21,Customers Needing Attention,3,Hibernating
12216,15,17282.07,73,17282.07,15,735,15,293,1152.138,49.0,1.5583617747440275,21545.37382116041,0.7975811056652345,Wednesday,Night,0.2,United Kingdom,1,3,2,6,13,At Risk,0,Champions
12222,12,21608.89,11,21608.89,12,841,12,331,1800.7408333333333,70.08333333333333,1.1035649546827795,23846.813713595166,0.44366583314310015,Saturday,Night,0.4166666666666667,United Kingdom,3,2,3,8,32,Potential Loyalists,3,Hibernating
12224,32,39538.76,3,39538.76,32,1795,32,358,1235.58625,56.09375,2.7208938547486032,40342.788415642455,1.051992651984112,Tuesday,Morning,0.125,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12234,13,19946.510000000002,1,19946.510000000002,13,764,13,355,1534.3469230769233,58.76923076923077,1.1147042253521129,20524.115979718317,0.5170343471583755,Monday,Evening,0.23076923076923078,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
12239,12,10305.18,44,10305.18,12,500,12,246,858.765,41.666666666666664,1.4848780487804878,15301.935570731706,0.8568823211919622,Monday,Night,0.3333333333333333,United Kingdom,1,2,1,4,12,At Risk,3,Hibernating
12244,53,73937.33,7,73937.33,53,2909,53,361,1395.0439622641509,54.886792452830186,4.469030470914128,74813.92770747923,0.8401929257205034,Saturday,Morning,0.37735849056603776,United Kingdom,4,4,4,12,44,Champions,1,At-Risk Customers
12245,13,17227.06,29,17227.06,13,681,13,287,1325.1584615384616,52.38461538461539,1.3788153310104532,21925.785633449483,1.3723223073041033,Sunday,Morning,0.38461538461538464,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
12247,11,18363.03,3,18363.03,11,656,11,285,1669.3663636363635,59.63636363636363,1.1748771929824562,23535.605608421054,1.0806153380470662,Friday,Morning,0.2727272727272727,United Kingdom,4,2,2,8,42,Potential Loyalists,3,Hibernating
12248,10,11856.86,3,11856.86,10,641,10,312,1185.6860000000001,64.1,0.9756410256410256,13881.646861538464,1.1434769153745334,Thursday,Night,0.3,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
12249,11,20969.29,9,20969.29,11,698,11,328,1906.299090909091,63.45454545454545,1.0208536585365853,23352.628814634147,1.0760419959391812,Thursday,Evening,0.2727272727272727,United Kingdom,3,2,3,8,32,Potential Loyalists,3,Hibernating
12251,8,13717.35,3,13717.35,8,512,8,310,1714.66875,64.0,0.7855483870967742,16163.463251612906,0.9983349671922518,Sunday,Afternoon,0.375,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
12257,12,26186.57,38,26186.57,12,782,12,262,2182.2141666666666,65.16666666666667,1.3941984732824426,36509.275914503814,0.9468006407072006,Thursday,Afternoon,0.08333333333333333,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
12258,17,26837.440000000002,3,26837.440000000002,17,1069,17,290,1578.6729411764707,62.88235294117647,1.7844137931034483,33804.06925241379,1.471357978313827,Saturday,Evening,0.4117647058823529,United Kingdom,4,3,3,10,43,Champions,2,Potential Loyalists
12261,27,44595.76,8,44595.76,27,1524,27,357,1651.694814814815,56.44444444444444,2.3021848739495803,45630.08182857144,0.8364288118304637,Saturday,Afternoon,0.25925925925925924,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12262,17,27927.15,14,27927.15,17,1149,17,344,1642.7735294117647,67.58823529411765,1.5043023255813954,29654.736488372095,0.5856972440693102,Friday,Night,0.23529411764705882,United Kingdom,3,3,4,10,33,Champions,2,Potential Loyalists
12265,17,39061.56,1,39061.56,17,1412,17,329,2297.7388235294115,83.05882352941177,1.5728875379939211,43369.0171331307,1.0174433620580876,Sunday,Night,0.4117647058823529,United Kingdom,4,3,4,11,43,Champions,2,Potential Loyalists
12268,7,12013.08,5,12013.08,7,486,7,290,1716.1542857142856,69.42857142857143,0.7347586206896551,15131.509870344828,0.9162535615101265,Monday,Afternoon,0.2857142857142857,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
12271,14,25773.46,30,25773.46,14,928,14,280,1840.9614285714285,66.28571428571429,1.522,33623.31953142857,0.8117287981544198,Friday,Evening,0.21428571428571427,United Kingdom,2,3,3,8,23,Loyal Customers,3,Hibernating
12272,8,13700.15,28,13700.15,8,535,8,290,1712.51875,66.875,0.8397241379310345,17256.519972413793,0.7213503668644766,Friday,Afternoon,0.125,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
12275,12,19771.989999999998,37,19771.989999999998,12,616,12,273,1647.6658333333332,51.333333333333336,1.3380219780219782,26455.35716923077,0.8319462576913041,Wednesday,Afternoon,0.16666666666666666,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
12276,45,79030.06,8,79030.06,45,2935,45,345,1756.2235555555555,65.22222222222223,3.970434782608696,83675.65309217392,0.4637818129987113,Sunday,Afternoon,0.3111111111111111,United Kingdom,4,4,4,12,44,Champions,1,At-Risk Customers
12277,28,37864.97,4,37864.97,28,1598,28,367,1352.3203571428571,57.07142857142857,2.322397820163488,37687.51019509537,0.6887036372202988,Monday,Morning,0.2857142857142857,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12280,9,19578.91,106,19578.91,9,698,9,225,2175.4344444444446,77.55555555555556,1.2176,31785.70775466667,0.8249417494708864,Thursday,Morning,0.2222222222222222,United Kingdom,1,1,3,5,11,At Risk,0,Champions
12288,13,15930.69,1,15930.69,13,664,13,372,1225.4376923076923,51.07692307692308,1.063763440860215,15642.909793548384,0.6532940451312748,Thursday,Evening,0.15384615384615385,United Kingdom,4,2,2,8,42,Potential Loyalists,3,Hibernating
12291,41,72698.88,18,72698.88,41,2524,41,343,1773.1434146341464,61.5609756097561,3.6386005830903794,77421.12794868805,0.7277832197449078,Monday,Morning,0.2926829268292683,United Kingdom,3,4,4,11,34,Champions,1,At-Risk Customers
12295,14,13550.66,46,13550.66,14,823,14,324,967.9042857142857,58.785714285714285,1.3153086419753086,15277.114459259257,1.0639701488473867,Sunday,Afternoon,0.5,United Kingdom,1,3,1,5,13,At Risk,3,Hibernating
12297,13,18370.83,51,18370.83,13,544,13,313,1413.1407692307694,41.84615384615385,1.2642811501597446,21439.286844728438,0.7194618510879118,Wednesday,Afternoon,0.15384615384615385,United Kingdom,1,2,2,5,12,At Risk,3,Hibernating
12302,24,29152.230000000003,32,29152.230000000003,24,1420,24,329,1214.6762500000002,59.166666666666664,2.220547112462006,32366.95007416414,0.9666345143780197,Sunday,Afternoon,0.4166666666666667,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
12303,7,8678.81,23,8678.81,7,409,7,251,1239.83,58.42857142857143,0.8489243027888447,12630.261819920317,1.1486470067855106,Thursday,Morning,0.14285714285714285,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
12305,24,45957.85,11,45957.85,24,1636,24,362,1914.9104166666666,68.16666666666667,2.018121546961326,46374.26366850828,0.975511338449977,Wednesday,Afternoon,0.125,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
12306,8,11883.51,88,11883.51,8,434,8,241,1485.43875,54.25,1.0104564315352698,18011.65366307054,1.2618608830240126,Saturday,Night,0.375,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12307,12,23316.350000000002,13,23316.350000000002,12,847,12,325,1943.029166666667,70.58333333333333,1.1239384615384616,26206.14254769231,0.5893921252249018,Saturday,Evening,0.4166666666666667,United Kingdom,3,2,3,8,32,Potential Loyalists,3,Hibernating
12310,8,9401.81,13,9401.81,8,389,8,293,1175.22625,48.625,0.8311262798634813,11721.137053924915,0.4471621973854122,Friday,Night,0.375,United Kingdom,3,1,1,5,31,Potential Loyalists,3,Hibernating
12311,10,13505.76,12,13505.76,10,684,10,282,1350.576,68.4,1.079432624113475,17494.26954893617,0.4230959026228618,Saturday,Night,0.4,United Kingdom,3,1,1,5,31,Potential Loyalists,3,Hibernating
12312,5,6644.68,79,6644.68,5,366,5,275,1328.9360000000001,73.2,0.5534545454545455,8826.068037818184,0.6501187300754885,Friday,Evening,0.2,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12314,15,26305.449999999997,7,26305.449999999997,15,1112,15,329,1753.6966666666665,74.13333333333334,1.387841945288754,29206.24551975684,0.9114465663203813,Friday,Evening,0.0,United Kingdom,4,3,3,10,43,Champions,3,Hibernating
12315,9,10762.63,3,10762.63,9,433,9,298,1195.8477777777778,48.111111111111114,0.9193288590604026,13192.52847785235,0.7777446357731154,Tuesday,Night,0.2222222222222222,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
12316,22,31088.18,10,31088.18,22,1252,22,358,1413.0990909090908,56.90909090909091,1.8706145251396649,31720.364218994415,1.0191051681581005,Tuesday,Morning,0.2727272727272727,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
12317,23,28669.789999999997,18,28669.789999999997,23,1223,23,350,1246.512608695652,53.17391304347826,2.000342857142857,29921.43111771428,0.9722940607810976,Monday,Afternoon,0.08695652173913043,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
12318,29,36055.58,1,36055.58,29,1614,29,346,1243.2958620689656,55.6551724137931,2.551329479768786,38064.68861965318,0.9890835164222824,Saturday,Afternoon,0.3793103448275862,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12319,10,24127.08,40,24127.08,10,605,10,299,2412.708,60.5,1.0180602006688964,29475.38388762542,0.6042610283126286,Saturday,Morning,0.4,United Kingdom,1,1,3,5,11,At Risk,3,Hibernating
12325,11,19983.65,12,19983.65,11,572,11,286,1816.6954545454546,52.0,1.1707692307692308,25523.173678321677,1.022351032996795,Tuesday,Evening,0.2727272727272727,United Kingdom,3,2,3,8,32,Potential Loyalists,3,Hibernating
12327,15,22443.63,64,22443.63,15,875,15,283,1496.242,58.333333333333336,1.613427561837456,28968.936983745585,0.6238204889962543,Thursday,Morning,0.2,United Kingdom,1,3,3,7,13,At Risk,0,Champions
12329,28,49927.53,6,49927.53,28,1695,28,365,1783.1260714285713,60.535714285714285,2.3351232876712333,49965.83057095891,0.5428104302924553,Tuesday,Night,0.35714285714285715,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12330,16,34360.65,23,34360.65,16,1173,16,331,2147.540625,73.3125,1.4714199395770393,37919.209160120845,1.0314067237580058,Sunday,Night,0.3125,United Kingdom,2,3,4,9,23,Loyal Customers,2,Potential Loyalists
12336,16,22265.03,13,22265.03,16,1025,16,358,1391.564375,64.0625,1.3604469273743016,22717.793738547487,0.5032868082411277,Saturday,Morning,0.4375,United Kingdom,3,3,3,9,33,Champions,3,Hibernating
12348,11,22535.54,32,22535.54,11,752,11,319,2048.685454545455,68.36363636363636,1.0496551724137932,25804.959408150477,0.7210952866231953,Monday,Evening,0.2727272727272727,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
12349,8,14328.87,56,14328.87,8,457,8,223,1791.10875,57.125,1.092017937219731,23471.07459013453,0.6543148659064313,Friday,Night,0.125,United Kingdom,1,1,2,4,11,At Risk,0,Champions
12353,15,32856.479999999996,14,32856.479999999996,15,1048,15,298,2190.432,69.86666666666666,1.5322147651006712,40274.54702818792,0.3723896899538417,Sunday,Afternoon,0.3333333333333333,United Kingdom,3,3,4,10,33,Champions,2,Potential Loyalists
12358,39,61848.03,3,61848.03,39,2458,39,362,1585.846923076923,63.02564102564103,3.279447513812155,62408.42099005525,0.6729107517852416,Thursday,Morning,0.2564102564102564,United Kingdom,4,4,4,12,44,Champions,1,At-Risk Customers
12360,16,24948.61,14,24948.61,16,1067,16,354,1559.288125,66.6875,1.375819209039548,25743.582657627117,0.818218671782629,Monday,Afternoon,0.1875,United Kingdom,3,3,3,9,33,Champions,3,Hibernating
12362,10,7829.97,33,7829.97,10,369,10,328,782.9970000000001,36.9,0.9280487804878049,8719.912931707318,0.8610576641174986,Sunday,Night,0.3,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
12368,15,18502.72,30,18502.72,15,733,15,297,1233.5146666666667,48.86666666666667,1.5373737373737375,22756.476638383843,1.4276775002788344,Wednesday,Evening,0.4,United Kingdom,2,3,2,7,23,Loyal Customers,3,Hibernating
12369,12,15698.990000000002,32,15698.990000000002,12,555,12,317,1308.2491666666667,46.25,1.1523028391167194,18089.990748264987,0.7973632452349111,Thursday,Night,0.3333333333333333,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
12370,26,35310.1,6,35310.1,26,1614,26,356,1358.0807692307692,62.07692307692308,2.22314606741573,36230.54305617977,0.7570579982900608,Wednesday,Morning,0.23076923076923078,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12371,12,13967.92,108,13967.92,12,653,12,265,1163.9933333333333,54.416666666666664,1.3784150943396227,19253.591764528304,0.9484337869937014,Wednesday,Morning,0.25,United Kingdom,1,2,2,5,12,At Risk,0,Champions
12372,14,23120.59,29,23120.59,14,963,14,339,1651.4707142857144,68.78571428571429,1.257109144542773,24912.94724247788,1.0751354806059765,Monday,Morning,0.2857142857142857,United Kingdom,2,3,3,8,23,Loyal Customers,3,Hibernating
12375,28,46040.65,66,46040.65,28,1448,28,303,1644.3089285714286,51.714285714285715,2.812937293729373,55504.054891089116,0.813231346625954,Saturday,Afternoon,0.39285714285714285,United Kingdom,1,4,4,9,14,Can't Lose Them,2,Potential Loyalists
12382,11,22740.18,1,22740.18,11,699,11,369,2067.289090909091,63.54545454545455,0.9074254742547426,22510.929404878054,0.7695336553830182,Friday,Night,0.2727272727272727,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
12383,12,14321.61,41,14321.61,12,572,12,285,1193.4675,47.666666666666664,1.281684210526316,18355.781406315793,0.9161769824119912,Monday,Night,0.16666666666666666,United Kingdom,1,2,2,5,12,At Risk,3,Hibernating
12389,12,16320.13,27,16320.13,12,659,12,281,1360.0108333333333,54.916666666666664,1.299928825622776,21215.007424911033,0.5758991620059726,Friday,Afternoon,0.16666666666666666,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
12390,10,16647.46,108,16647.46,10,623,10,258,1664.7459999999999,62.3,1.1798449612403101,23569.706158139536,0.756260215307753,Saturday,Evening,0.3,United Kingdom,1,1,2,4,11,At Risk,0,Champions
12391,8,10612.98,67,10612.98,8,630,8,281,1326.6225,78.75,0.8666192170818506,13796.11862775801,0.4478621269524014,Monday,Afternoon,0.375,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12395,24,43192.93,12,43192.93,24,1535,24,329,1799.7054166666667,63.958333333333336,2.220547112462006,47955.96799513679,0.5974109704546761,Tuesday,Morning,0.25,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
12397,10,7056.58,26,7056.58,10,362,10,341,705.658,36.2,0.8926686217008799,7559.025051026394,0.8821645993121522,Friday,Night,0.4,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
12399,10,7256.1900000000005,92,7256.1900000000005,10,550,10,275,725.619,55.0,1.106909090909091,9638.331211636365,1.1517841557386532,Friday,Night,0.3,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12401,7,8523.34,4,8523.34,7,278,7,342,1217.6200000000001,39.714285714285715,0.6230409356725146,9103.52524912281,0.921159072411058,Monday,Evening,0.14285714285714285,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
12402,7,12649.91,7,12649.91,7,486,7,157,1807.1299999999999,69.42857142857143,1.3571974522292993,29431.5867821656,0.5769024149191145,Monday,Night,0.2857142857142857,United Kingdom,4,1,1,6,41,Potential Loyalists,0,Champions
12407,18,27603.41,57,27603.41,18,1125,18,306,1533.5227777777777,62.5,1.7905882352941176,32950.894133333335,0.9307415924505273,Thursday,Morning,0.16666666666666666,United Kingdom,1,4,3,8,14,Can't Lose Them,2,Potential Loyalists
12409,14,18506.989999999998,59,18506.989999999998,14,895,14,293,1321.927857142857,63.92857142857143,1.4544709897610923,23072.468625255973,0.5141810236854512,Tuesday,Night,0.21428571428571427,United Kingdom,1,3,2,6,13,At Risk,3,Hibernating
12410,34,61440.85,16,61440.85,34,2385,34,356,1807.0838235294118,70.1470588235294,2.907191011235955,63042.45417977528,0.5491311310870268,Thursday,Morning,0.17647058823529413,United Kingdom,3,4,4,11,34,Champions,1,At-Risk Customers
12412,18,28946.170000000002,17,28946.170000000002,18,1038,18,346,1608.1205555555557,57.666666666666664,1.5835838150289017,30559.124212716764,0.6532746286179699,Sunday,Evening,0.3888888888888889,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
12413,24,34072.520000000004,4,34072.520000000004,24,1541,24,340,1419.6883333333335,64.20833333333333,2.148705882352941,36605.91207529412,0.8806678995299292,Monday,Night,0.2916666666666667,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12414,15,25517.97,21,25517.97,15,1048,15,328,1701.198,69.86666666666666,1.3920731707317073,28418.30512682927,0.5285259562735896,Saturday,Evening,0.4,United Kingdom,2,3,3,8,23,Loyal Customers,3,Hibernating
12415,13,27585.600000000002,59,27585.600000000002,13,953,13,206,2121.9692307692308,73.3076923076923,1.920970873786408,48914.893048543694,1.026390227907292,Tuesday,Night,0.23076923076923078,United Kingdom,1,2,3,6,12,At Risk,0,Champions
12416,12,16804.07,26,16804.07,12,729,12,339,1400.3391666666666,60.75,1.0775221238938053,18106.757196460178,1.4623384796043284,Friday,Morning,0.25,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
12417,7,7712.639999999999,77,7712.639999999999,7,402,7,263,1101.8057142857142,57.42857142857143,0.8101901140684411,10712.065168060835,0.5911791173990901,Monday,Morning,0.14285714285714285,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12419,12,19840.010000000002,9,19840.010000000002,12,725,12,270,1653.3341666666668,60.416666666666664,1.3528888888888888,26841.329084444445,0.7539198479269388,Thursday,Morning,0.16666666666666666,United Kingdom,3,2,3,8,32,Potential Loyalists,3,Hibernating
12423,27,51640.61,2,51640.61,27,1958,27,365,1912.6151851851853,72.51851851851852,2.2517260273972606,51680.22471452056,0.5634936472420474,Saturday,Afternoon,0.25925925925925924,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
12425,11,17856.45,24,17856.45,11,579,11,344,1623.3136363636365,52.63636363636363,0.9733720930232558,18961.058302325582,1.057395826965781,Thursday,Evening,0.18181818181818182,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
12428,7,6870.64,45,6870.64,7,399,7,196,981.5200000000001,57.0,1.0871428571428572,12804.629485714288,0.6140117609749395,Monday,Night,0.0,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12430,9,7087.42,131,7087.42,9,463,9,228,787.4911111111111,51.44444444444444,1.201578947368421,11354.792884210527,0.7419404918423378,Wednesday,Afternoon,0.4444444444444444,United Kingdom,1,1,1,3,11,At Risk,0,Champions
12431,9,23228.75,32,23228.75,9,614,9,318,2580.972222222222,68.22222222222223,0.8615094339622642,26682.383018867928,0.6097506934099914,Saturday,Afternoon,0.4444444444444444,United Kingdom,2,1,3,6,21,Customers Needing Attention,3,Hibernating
12435,11,12648.49,23,12648.49,11,718,11,340,1149.8627272727272,65.27272727272727,0.9848235294117648,13588.942432941176,0.7663089176373947,Saturday,Night,0.45454545454545453,United Kingdom,2,2,1,5,22,Customers Needing Attention,3,Hibernating
12437,11,14467.359999999999,27,14467.359999999999,11,558,11,334,1315.2145454545453,50.72727272727273,1.0025149700598803,15822.26724790419,0.9543702684226678,Saturday,Evening,0.5454545454545454,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
12439,10,11818.24,109,11818.24,10,493,10,150,1181.824,49.3,2.029333333333333,28779.778048,0.7420407581484881,Sunday,Morning,0.3,United Kingdom,1,1,1,3,11,At Risk,0,Champions
